,state_code,county_code,site_number,parameter_code,poc,latitude,longitude,datum,parameter,sample_duration,pollutant_standard,metric_used,method,year,units_of_measure,event_type,observation_count,observation_percent,validity_indicator,valid_day_count,required_day_count,exceptional_data_count,null_observation_count,primary_exceedance_count,secondary_exceedance_count,certification_indicator,arithmetic_mean,standard_deviation,first_max_value,first_max_datetime,second_max_value,second_max_datetime,third_max_value,third_max_datetime,fourth_max_value,fourth_max_datetime,first_max_nonoverlap_value,first_max_n_o_datetime,second_max_nonoverlap_value,second_max_n_o_datetime,ninety_ninth_percentile,ninety_eighth_percentile,ninety_fifth_percentile,ninetieth_percentile,seventy_fifth_percentile,fiftieth_percentile,tenth_percentile,local_site_name,site_address,state,county,city,cbsa_code,cbsa,date_of_last_change
101,01,073,6002,44201,1,33.578333,-86.773889,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,Daily maximum of 8 hour running average of observed hourly values,,2010,Parts per million,Concurred Events Excluded,5724,97.0,Y,237,245,0,0,8.0,8.0,Uncertified (past due),0.049502,0.012839,0.092,2010-04-11 11:00,0.081,2010-05-04 09:00,0.079,2010-04-16 09:00,0.077,2010-05-05 08:00,,,,,0.079,0.076,0.072,0.066,0.057,0.05,0.032,Tarrant Elementary School,"TARRANT, ELEM. SCH., 1269 PORTLAND STREE",Alabama,Jefferson,Tarrant (corporate name for Tarrant City),13820,"Birmingham-Hoover, AL",2020-05-21
102,01,073,6002,44201,1,33.578333,-86.773889,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Daily maximum of 8-hour running average,,2010,Parts per million,Concurred Events Excluded,4074,97.0,Y,237,245,0,0,15.0,15.0,Uncertified (past due),0.049451,0.012953,0.092,2010-04-11 11:00,0.081,2010-05-04 09:00,0.079,2010-04-16 09:00,0.077,2010-05-05 08:00,,,,,0.079,0.076,0.072,0.066,0.057,0.05,0.032,Tarrant Elementary School,"TARRANT, ELEM. SCH., 1269 PORTLAND STREE",Alabama,Jefferson,Tarrant (corporate name for Tarrant City),13820,"Birmingham-Hoover, AL",2020-05-21
103,01,097,2005,44201,1,30.474305,-88.141022,NAD83,Ozone,1 HOUR,Ozone 1-hour 1979,Daily maxima of observed hourly values (between 9:00 AM and 8:00 PM),INSTRUMENTAL - ULTRA VIOLET,2010,Parts per million,No Events,5452,96.0,Y,234,245,0,428,0.0,0.0,Uncertified (past due),0.051197,0.015032,0.104,2010-06-21 10:00,0.094,2010-06-19 11:00,0.089,2010-08-24 12:00,0.087,2010-10-10 17:00,,,,,0.089,0.085,0.076,0.071,0.061,0.051,0.031,BAY ROAD,"BAY RD. ,MOBILE AL.",Alabama,Mobile,Theodore,33660,"Mobile, AL",2020-05-21
104,01,097,2005,44201,1,30.474305,-88.141022,NAD83,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 1997,Daily maximum of 8 hour running average of observed hourly values,,2010,Parts per million,No Events,5659,95.0,Y,232,245,0,0,0.0,0.0,Uncertified (past due),0.04544,0.013332,0.08,2010-08-24 10:00,0.08,2010-10-10 11:00,0.078,2010-10-09 10:00,0.077,2010-06-21 09:00,,,,,0.078,0.073,0.068,0.063,0.055,0.045,0.027,BAY ROAD,"BAY RD. ,MOBILE AL.",Alabama,Mobile,Theodore,33660,"Mobile, AL",2020-05-21
105,01,097,2005,44201,1,30.474305,-88.141022,NAD83,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,Daily maximum of 8 hour running average of observed hourly values,,2010,Parts per million,No Events,5659,95.0,Y,232,245,0,0,4.0,4.0,Uncertified (past due),0.04544,0.013332,0.08,2010-08-24 10:00,0.08,2010-10-10 11:00,0.078,2010-10-09 10:00,0.077,2010-06-21 09:00,,,,,0.078,0.073,0.068,0.063,0.055,0.045,0.027,BAY ROAD,"BAY RD. ,MOBILE AL.",Alabama,Mobile,Theodore,33660,"Mobile, AL",2020-05-21
106,01,097,2005,44201,1,30.474305,-88.141022,NAD83,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Daily maximum of 8-hour running average,,2010,Parts per million,No Events,4015,94.0,Y,231,245,0,0,6.0,6.0,Uncertified (past due),0.045294,0.013444,0.08,2010-08-24 10:00,0.08,2010-10-10 11:00,0.078,2010-10-09 10:00,0.077,2010-06-21 09:00,,,,,0.078,0.073,0.068,0.063,0.055,0.045,0.027,BAY ROAD,"BAY RD. ,MOBILE AL.",Alabama,Mobile,Theodore,33660,"Mobile, AL",2020-05-21
107,01,125,0010,44201,1,33.089772,-87.459733,NAD83,Ozone,1 HOUR,Ozone 1-hour 1979,Daily maxima of observed hourly values (between 9:00 AM and 8:00 PM),INSTRUMENTAL - ULTRA VIOLET,2010,Parts per million,No Events,5603,100.0,Y,245,245,0,277,0.0,0.0,Uncertified (past due),0.043482,0.011369,0.075,2010-05-04 15:00,0.072,2010-10-08 14:00,0.071,2010-10-09 12:00,0.067,2010-04-12 13:00,,,,,0.071,0.066,0.063,0.059,0.051,0.043,0.028,"DUNCANVILLE, TUSCALOOSA","11690 SOUTHFORK DR. DUNCANVILLE, AL_35456",Alabama,Tuscaloosa,Tuscaloosa,46220,"Tuscaloosa, AL",2020-05-21
108,01,125,0010,44201,1,33.089772,-87.459733,NAD83,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 1997,Daily maximum of 8 hour running average of observed hourly values,,2010,Parts per million,No Events,5874,100.0,Y,245,245,0,0,0.0,0.0,Uncertified (past due),0.037763,0.010299,0.063,2010-05-04 10:00,0.061,2010-04-12 10:00,0.06,2010-10-08 10:00,0.06,2010-10-09 10:00,,,,,0.06,0.058,0.055,0.052,0.045,0.038,0.024,"DUNCANVILLE, TUSCALOOSA","11690 SOUTHFORK DR. DUNCANVILLE, AL_35456",Alabama,Tuscaloosa,Tuscaloosa,46220,"Tuscaloosa, AL",2020-05-21
109,01,125,0010,44201,1,33.089772,-87.459733,NAD83,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,Daily maximum of 8 hour running average of observed hourly values,,2010,Parts per million,No Events,5874,100.0,Y,245,245,0,0,0.0,0.0,Uncertified (past due),0.037763,0.010299,0.063,2010-05-04 10:00,0.061,2010-04-12 10:00,0.06,2010-10-08 10:00,0.06,2010-10-09 10:00,,,,,0.06,0.058,0.055,0.052,0.045,0.038,0.024,"DUNCANVILLE, TUSCALOOSA","11690 SOUTHFORK DR. DUNCANVILLE, AL_35456",Alabama,Tuscaloosa,Tuscaloosa,46220,"Tuscaloosa, AL",2020-05-21
110,01,125,0010,44201,1,33.089772,-87.459733,NAD83,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Daily maximum of 8-hour running average,,2010,Parts per million,No Events,4159,100.0,Y,244,245,0,0,0.0,0.0,Uncertified (past due),0.037537,0.010333,0.063,2010-05-04 10:00,0.061,2010-04-12 10:00,0.06,2010-10-08 10:00,0.06,2010-10-09 10:00,,,,,0.06,0.058,0.055,0.052,0.045,0.037,0.024,"DUNCANVILLE, TUSCALOOSA","11690 SOUTHFORK DR. DUNCANVILLE, AL_35456",Alabama,Tuscaloosa,Tuscaloosa,46220,"Tuscaloosa, AL",2020-05-21
111,01,051,0001,44201,1,32.498567,-86.136587,WGS84,Ozone,1 HOUR,Ozone 1-hour 1979,Daily maxima of observed hourly values (between 9:00 AM and 8:00 PM),INSTRUMENTAL - ULTRA VIOLET,2010,Parts per million,No Events,5519,98.0,Y,240,245,0,361,0.0,0.0,Uncertified (past due),0.050996,0.012457,0.082,2010-10-11 12:00,0.08,2010-05-05 13:00,0.079,2010-04-22 12:00,0.079,2010-10-08 15:00,,,,,0.079,0.079,0.072,0.067,0.06,0.051,0.035,"DBT, WETUMPKA","DEWBERRY TRAIL, ELMORE CO., WETUMPKA,  ALABAMA",Alabama,Elmore,Wetumpka,33860,"Montgomery, AL",2020-05-21
112,01,051,0001,44201,1,32.498567,-86.136587,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 1997,Daily maximum of 8 hour running average of observed hourly values,,2010,Parts per million,No Events,5774,98.0,Y,239,245,0,0,0.0,0.0,Uncertified (past due),0.045937,0.011981,0.074,2010-05-05 09:00,0.073,2010-04-22 09:00,0.073,2010-10-08 08:00,0.073,2010-10-11 09:00,,,,,0.073,0.071,0.066,0.061,0.054,0.046,0.03,"DBT, WETUMPKA","DEWBERRY TRAIL, ELMORE CO., WETUMPKA,  ALABAMA",Alabama,Elmore,Wetumpka,33860,"Montgomery, AL",2020-05-21
113,01,051,0001,44201,1,32.498567,-86.136587,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,Daily maximum of 8 hour running average of observed hourly values,,2010,Parts per million,No Events,5774,98.0,Y,239,245,0,0,0.0,0.0,Uncertified (past due),0.045937,0.011981,0.074,2010-05-05 09:00,0.073,2010-04-22 09:00,0.073,2010-10-08 08:00,0.073,2010-10-11 09:00,,,,,0.073,0.071,0.066,0.061,0.054,0.046,0.03,"DBT, WETUMPKA","DEWBERRY TRAIL, ELMORE CO., WETUMPKA,  ALABAMA",Alabama,Elmore,Wetumpka,33860,"Montgomery, AL",2020-05-21
114,01,051,0001,44201,1,32.498567,-86.136587,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Daily maximum of 8-hour running average,,2010,Parts per million,No Events,4095,98.0,Y,239,245,0,0,5.0,5.0,Uncertified (past due),0.045879,0.01206,0.074,2010-05-05 09:00,0.073,2010-04-22 09:00,0.073,2010-10-08 08:00,0.073,2010-10-11 09:00,,,,,0.073,0.071,0.066,0.061,0.054,0.046,0.031,"DBT, WETUMPKA","DEWBERRY TRAIL, ELMORE CO., WETUMPKA,  ALABAMA",Alabama,Elmore,Wetumpka,33860,"Montgomery, AL",2020-05-21
115,01,073,5003,44201,1,33.801667,-86.9425,WGS84,Ozone,1 HOUR,Ozone 1-hour 1979,Daily maxima of observed hourly values (between 9:00 AM and 8:00 PM),INSTRUMENTAL - ULTRA VIOLET ABSORPTION,2010,Parts per million,No Events,5365,92.0,Y,225,245,0,515,0.0,0.0,Uncertified (past due),0.055009,0.012361,0.089,2010-06-08 12:00,0.085,2010-04-15 16:00,0.083,2010-05-06 14:00,0.081,2010-08-09 14:00,,,,,0.083,0.081,0.075,0.072,0.063,0.055,0.039,Corner,10005 CORNER SCHOOL ROAD,Alabama,Jefferson,,13820,"Birmingham-Hoover, AL",2020-05-21
116,01,073,5003,44201,1,33.801667,-86.9425,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 1997,Daily maximum of 8 hour running average of observed hourly values,,2010,Parts per million,No Events,5361,90.0,Y,221,245,0,0,0.0,0.0,Uncertified (past due),0.049643,0.011454,0.082,2010-06-08 11:00,0.075,2010-04-15 12:00,0.074,2010-10-10 09:00,0.072,2010-04-22 09:00,,,,,0.074,0.072,0.069,0.065,0.057,0.05,0.035,Corner,10005 CORNER SCHOOL ROAD,Alabama,Jefferson,,13820,"Birmingham-Hoover, AL",2020-05-21
117,01,073,5003,44201,1,33.801667,-86.9425,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,Daily maximum of 8 hour running average of observed hourly values,,2010,Parts per million,No Events,5361,90.0,Y,221,245,0,0,1.0,1.0,Uncertified (past due),0.049643,0.011454,0.082,2010-06-08 11:00,0.075,2010-04-15 12:00,0.074,2010-10-10 09:00,0.072,2010-04-22 09:00,,,,,0.074,0.072,0.069,0.065,0.057,0.05,0.035,Corner,10005 CORNER SCHOOL ROAD,Alabama,Jefferson,,13820,"Birmingham-Hoover, AL",2020-05-21
118,01,073,5003,44201,1,33.801667,-86.9425,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Daily maximum of 8-hour running average,,2010,Parts per million,No Events,3810,91.0,Y,222,245,0,0,10.0,10.0,Uncertified (past due),0.049423,0.011656,0.082,2010-06-08 11:00,0.075,2010-04-15 12:00,0.074,2010-10-10 09:00,0.072,2010-04-22 09:00,,,,,0.074,0.072,0.069,0.065,0.057,0.05,0.035,Corner,10005 CORNER SCHOOL ROAD,Alabama,Jefferson,,13820,"Birmingham-Hoover, AL",2020-05-21
119,01,073,5003,88502,3,33.801667,-86.9425,WGS84,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,,Observed Values,PM2.5 SCC w/No Correction Factor - TEOM Gravimetric 50 deg C,2010,Micrograms/cubic meter (LC),No Events,8442,96.0,Y,351,365,0,318,,,Certification not required,10.645167,5.768948,96.8,2010-02-28 18:00,74.9,2010-02-28 17:00,56.4,2010-04-01 19:00,51.5,2010-02-28 19:00,,,,,27.3,24.7,21.0,18.0,13.7,9.7,4.6,Corner,10005 CORNER SCHOOL ROAD,Alabama,Jefferson,,13820,"Birmingham-Hoover, AL",2020-05-21
120,01,073,5003,88502,3,33.801667,-86.9425,WGS84,Acceptable PM2.5 AQI & Speciation Mass,24-HR BLK AVG,,Observed Values,,2010,Micrograms/cubic meter (LC),No Events,351,96.0,Y,351,365,0,0,,,Certification not required,10.569231,4.030848,23.3,2010-09-20 00:00,22.0,2010-09-19 00:00,21.0,2010-04-15 00:00,20.9,2010-07-24 00:00,,,,,20.9,19.9,18.2,16.4,12.9,10.1,5.8,Corner,10005 CORNER SCHOOL ROAD,Alabama,Jefferson,,13820,"Birmingham-Hoover, AL",2020-05-21
121,01,073,1005,44201,1,33.331111,-87.003611,WGS84,Ozone,1 HOUR,Ozone 1-hour 1979,Daily maxima of observed hourly values (between 9:00 AM and 8:00 PM),INSTRUMENTAL - ULTRA VIOLET,2010,Parts per million,No Events,5802,99.0,Y,243,245,0,78,0.0,0.0,Uncertified (past due),0.052737,0.015153,0.1,2010-09-02 15:00,0.097,2010-10-09 15:00,0.092,2010-07-24 12:00,0.086,2010-08-07 12:00,,,,,0.092,0.085,0.078,0.072,0.062,0.052,0.032,McAdory, ROUTE 8 MCADORY,Alabama,Jefferson,,13820,"Birmingham-Hoover, AL",2020-05-21
122,01,073,1005,44201,1,33.331111,-87.003611,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 1997,Daily maximum of 8 hour running average of observed hourly values,,2010,Parts per million,No Events,5820,99.0,Y,242,245,0,0,1.0,1.0,Uncertified (past due),0.045855,0.013121,0.086,2010-09-02 10:00,0.081,2010-10-09 09:00,0.076,2010-05-06 10:00,0.074,2010-08-26 10:00,,,,,0.076,0.074,0.067,0.063,0.055,0.046,0.028,McAdory, ROUTE 8 MCADORY,Alabama,Jefferson,,13820,"Birmingham-Hoover, AL",2020-05-21
123,01,073,1005,44201,1,33.331111,-87.003611,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,Daily maximum of 8 hour running average of observed hourly values,,2010,Parts per million,No Events,5820,99.0,Y,242,245,0,0,3.0,3.0,Uncertified (past due),0.045855,0.013121,0.086,2010-09-02 10:00,0.081,2010-10-09 09:00,0.076,2010-05-06 10:00,0.074,2010-08-26 10:00,,,,,0.076,0.074,0.067,0.063,0.055,0.046,0.028,McAdory, ROUTE 8 MCADORY,Alabama,Jefferson,,13820,"Birmingham-Hoover, AL",2020-05-21
124,01,073,1005,44201,1,33.331111,-87.003611,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Daily maximum of 8-hour running average,,2010,Parts per million,No Events,4127,99.0,Y,242,245,0,0,8.0,8.0,Uncertified (past due),0.045702,0.013203,0.086,2010-09-02 10:00,0.081,2010-10-09 09:00,0.076,2010-05-06 10:00,0.074,2010-08-26 10:00,,,,,0.076,0.074,0.067,0.063,0.055,0.046,0.028,McAdory, ROUTE 8 MCADORY,Alabama,Jefferson,,13820,"Birmingham-Hoover, AL",2020-05-21
125,01,073,1005,88502,3,33.331111,-87.003611,WGS84,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,,Observed Values,PM2.5 SCC w/No Correction Factor - TEOM Gravimetric 50 deg C,2010,Micrograms/cubic meter (LC),No Events,8708,99.0,Y,364,365,0,52,,,Certification not required,11.696371,6.615849,71.1,2010-05-22 19:00,57.4,2010-10-08 07:00,55.3,2010-04-13 18:00,51.6,2010-04-13 19:00,,,,,31.5,28.4,23.4,20.0,15.2,10.9,4.6,McAdory, ROUTE 8 MCADORY,Alabama,Jefferson,,13820,"Birmingham-Hoover, AL",2020-05-21
126,01,073,1005,88502,3,33.331111,-87.003611,WGS84,Acceptable PM2.5 AQI & Speciation Mass,24-HR BLK AVG,,Observed Values,,2010,Micrograms/cubic meter (LC),No Events,364,100.0,Y,364,365,0,0,,,Certification not required,11.641209,4.579419,26.0,2010-04-13 00:00,25.6,2010-10-08 00:00,25.1,2010-07-08 00:00,23.9,2010-07-23 00:00,,,,,23.9,22.4,19.7,18.0,14.5,11.1,6.1,McAdory, ROUTE 8 MCADORY,Alabama,Jefferson,,13820,"Birmingham-Hoover, AL",2020-05-21
127,01,119,0002,44201,1,32.36401,-88.201865,NAD83,Ozone,1 HOUR,Ozone 1-hour 1979,Daily maxima of observed hourly values (between 9:00 AM and 8:00 PM),INSTRUMENTAL - ULTRA VIOLET,2010,Parts per million,No Events,5533,99.0,Y,242,245,0,347,0.0,0.0,Uncertified (past due),0.046029,0.012454,0.079,2010-10-08 13:00,0.073,2010-10-09 11:00,0.072,2010-09-30 14:00,0.07,2010-04-11 13:00,,,,,0.072,0.07,0.067,0.063,0.055,0.046,0.03,GASTON (SUMTER),"SUMTER CO.,KINTERBISH STATE WILDLIFE MGT. AREA, GASTON, ALABAMA",Alabama,Sumter,,,,2020-05-21
128,01,119,0002,44201,1,32.36401,-88.201865,NAD83,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 1997,Daily maximum of 8 hour running average of observed hourly values,,2010,Parts per million,No Events,5785,99.0,Y,242,245,0,0,0.0,0.0,Uncertified (past due),0.041616,0.012538,0.076,2010-10-08 09:00,0.07,2010-10-09 09:00,0.067,2010-04-11 10:00,0.067,2010-04-12 10:00,,,,,0.067,0.066,0.062,0.059,0.051,0.042,0.025,GASTON (SUMTER),"SUMTER CO.,KINTERBISH STATE WILDLIFE MGT. AREA, GASTON, ALABAMA",Alabama,Sumter,,,,2020-05-21
129,01,119,0002,44201,1,32.36401,-88.201865,NAD83,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,Daily maximum of 8 hour running average of observed hourly values,,2010,Parts per million,No Events,5785,99.0,Y,242,245,0,0,1.0,1.0,Uncertified (past due),0.041616,0.012538,0.076,2010-10-08 09:00,0.07,2010-10-09 09:00,0.067,2010-04-11 10:00,0.067,2010-04-12 10:00,,,,,0.067,0.066,0.062,0.059,0.051,0.042,0.025,GASTON (SUMTER),"SUMTER CO.,KINTERBISH STATE WILDLIFE MGT. AREA, GASTON, ALABAMA",Alabama,Sumter,,,,2020-05-21
130,01,119,0002,44201,1,32.36401,-88.201865,NAD83,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Daily maximum of 8-hour running average,,2010,Parts per million,No Events,4109,98.0,Y,241,245,0,0,1.0,1.0,Uncertified (past due),0.041444,0.012645,0.076,2010-10-08 09:00,0.07,2010-10-09 09:00,0.067,2010-04-11 10:00,0.067,2010-04-12 10:00,,,,,0.067,0.066,0.062,0.059,0.051,0.042,0.025,GASTON (SUMTER),"SUMTER CO.,KINTERBISH STATE WILDLIFE MGT. AREA, GASTON, ALABAMA",Alabama,Sumter,,,,2020-05-21
131,01,073,1009,44201,1,33.459722,-87.305556,WGS84,Ozone,1 HOUR,Ozone 1-hour 1979,Daily maxima of observed hourly values (between 9:00 AM and 8:00 PM),INSTRUMENTAL - ULTRA VIOLET ABSORPTION,2010,Parts per million,No Events,5841,100.0,Y,245,245,0,39,0.0,0.0,Uncertified (past due),0.052253,0.013506,0.1,2010-06-21 15:00,0.089,2010-10-09 15:00,0.084,2010-10-08 15:00,0.083,2010-07-02 16:00,,,,,0.084,0.081,0.076,0.07,0.062,0.052,0.035,,1801 BRUCE SHAW ROAD,Alabama,Jefferson,,13820,"Birmingham-Hoover, AL",2020-05-21
132,01,073,1009,44201,1,33.459722,-87.305556,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 1997,Daily maximum of 8 hour running average of observed hourly values,,2010,Parts per million,No Events,5859,100.0,Y,245,245,0,0,0.0,0.0,Uncertified (past due),0.047033,0.012302,0.081,2010-10-09 11:00,0.076,2010-06-21 10:00,0.076,2010-10-08 10:00,0.075,2010-04-12 12:00,,,,,0.076,0.075,0.068,0.064,0.055,0.046,0.031,,1801 BRUCE SHAW ROAD,Alabama,Jefferson,,13820,"Birmingham-Hoover, AL",2020-05-21
133,01,073,1009,44201,1,33.459722,-87.305556,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,Daily maximum of 8 hour running average of observed hourly values,,2010,Parts per million,No Events,5859,100.0,Y,245,245,0,0,3.0,3.0,Uncertified (past due),0.047033,0.012302,0.081,2010-10-09 11:00,0.076,2010-06-21 10:00,0.076,2010-10-08 10:00,0.075,2010-04-12 12:00,,,,,0.076,0.075,0.068,0.064,0.055,0.046,0.031,,1801 BRUCE SHAW ROAD,Alabama,Jefferson,,13820,"Birmingham-Hoover, AL",2020-05-21
134,01,073,1009,44201,1,33.459722,-87.305556,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Daily maximum of 8-hour running average,,2010,Parts per million,No Events,4161,100.0,Y,244,245,0,0,9.0,9.0,Uncertified (past due),0.046852,0.012387,0.081,2010-10-09 11:00,0.076,2010-06-21 10:00,0.076,2010-10-08 10:00,0.075,2010-04-12 12:00,,,,,0.076,0.075,0.068,0.064,0.055,0.046,0.031,,1801 BRUCE SHAW ROAD,Alabama,Jefferson,,13820,"Birmingham-Hoover, AL",2020-05-21
135,01,073,1009,88502,3,33.459722,-87.305556,WGS84,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,,Observed Values,PM2.5 SCC w/No Correction Factor - TEOM Gravimetric 50 deg C,2010,Micrograms/cubic meter (LC),No Events,8712,99.0,Y,364,365,0,48,,,Certification not required,10.319674,5.811297,118.2,2010-11-02 07:00,57.4,2010-04-06 13:00,53.9,2010-04-06 14:00,46.5,2010-10-17 04:00,,,,,26.2,23.6,20.4,17.8,13.7,9.5,4.1,,1801 BRUCE SHAW ROAD,Alabama,Jefferson,,13820,"Birmingham-Hoover, AL",2020-05-21
136,01,073,1009,88502,3,33.459722,-87.305556,WGS84,Acceptable PM2.5 AQI & Speciation Mass,24-HR BLK AVG,,Observed Values,,2010,Micrograms/cubic meter (LC),No Events,364,100.0,Y,364,365,0,0,,,Certification not required,10.265659,4.118172,21.5,2010-07-24 00:00,21.4,2010-09-19 00:00,21.0,2010-04-06 00:00,20.5,2010-05-07 00:00,,,,,20.5,19.8,17.6,16.0,13.3,10.0,5.3,,1801 BRUCE SHAW ROAD,Alabama,Jefferson,,13820,"Birmingham-Hoover, AL",2020-05-21
